category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,max_dim,source_sha256_after,matches_rerender_sha,source_png
blanket,7ba65ae6d1f003f82a5835ced4212581,back,ok,0.185741,220,386,0.323944,386,e8f7917b8b9568410f8d96334f00012b5b607c4f549beb082196473008bafa07,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/7ba65ae6d1f003f82a5835ced4212581/back.png
blanket,7ba65ae6d1f003f82a5835ced4212581,right,ok,0.312077,360,318,0.436707,360,d76603cd77972c37a4184714eaeb8cec3779a8cb67b35cd86970aad871a36d71,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/7ba65ae6d1f003f82a5835ced4212581/right.png
book,00805f2531e4e167091fdff03d67a735,front,ok,0.247108,512,147,0.287109,512,1f219eb8e6e15f2c956a241005bd20d25de0f03210d743adb6bd8ac2072407c7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/00805f2531e4e167091fdff03d67a735/front.png
book,00805f2531e4e167091fdff03d67a735,left,ok,0.280910,337,291,0.374096,337,cb9f30067cdaa5cb25228c7c7039ca534e4244d86893ae29b8ecf9e197594b54,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/00805f2531e4e167091fdff03d67a735/left.png
book,00805f2531e4e167091fdff03d67a735,back,ok,0.245235,508,146,0.282928,508,b445015621728768c9d884abd13168758c957268bea91d6cd105b12059928e9d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/00805f2531e4e167091fdff03d67a735/back.png
book,00805f2531e4e167091fdff03d67a735,right,ok,0.280956,337,291,0.374096,337,72adc3090f7e698a3369420411c5059d22c065adb4f9ea287d3a5c5a9ad7df1e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/00805f2531e4e167091fdff03d67a735/right.png
book,0111e4f533b7df61233be21742dccac3,front,ok,0.279453,512,165,0.322266,512,2129121a0167077a3df0d865c00f7896f06ebe9897c023d91f29a34063a697af,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0111e4f533b7df61233be21742dccac3/front.png
book,0111e4f533b7df61233be21742dccac3,left,ok,0.305279,351,301,0.403027,351,6b03889679b2a68a4bdf8f2e102c38c202754fc9c74a4a6b76fd810e723f71a5,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0111e4f533b7df61233be21742dccac3/left.png
book,0111e4f533b7df61233be21742dccac3,back,ok,0.282104,512,167,0.326172,512,cb2d9c601ab49a7af1d6ba6899b0bfc45a0544dff69e4545e5fdf23452ce5bb7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0111e4f533b7df61233be21742dccac3/back.png
book,0111e4f533b7df61233be21742dccac3,right,ok,0.306351,351,301,0.403027,351,f059828ff41ccd6da074bf00d30adc47f953eca25c12a0a44cb76b4d85b1699f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0111e4f533b7df61233be21742dccac3/right.png
book,01c1ecde24e2b22424d55cca6c26faee,front,ok,0.232536,510,140,0.272369,510,eb0b6a8934c1e3ffa22cc6c178e88e8c44e6c9889112c6de47c17577813b612a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/01c1ecde24e2b22424d55cca6c26faee/front.png
book,01c1ecde24e2b22424d55cca6c26faee,left,ok,0.269863,337,283,0.363811,337,a952705abee69c8de78aa9c331c26e2982b34f8a95ed4d5db9af2a44bbae4f5c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/01c1ecde24e2b22424d55cca6c26faee/left.png
book,01c1ecde24e2b22424d55cca6c26faee,back,ok,0.228340,506,138,0.266373,506,e0a6c5a8b0e6d114974febbb23ad512e68401f6e2a879d5073a4eb01d141304d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/01c1ecde24e2b22424d55cca6c26faee/back.png
book,01c1ecde24e2b22424d55cca6c26faee,right,ok,0.269577,336,283,0.362732,336,f9e8860ca7a1972cf8648119049dea10ed16f7a3929ef811c2bbc5bdab94d4c6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/01c1ecde24e2b22424d55cca6c26faee/right.png
book,0259ea624412af7330f53dcdce5992bb,front,ok,0.262577,512,155,0.302734,512,cce86ab9d993758a340e4c300cb975b4971e0789280eb24c16effc56f661621c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0259ea624412af7330f53dcdce5992bb/front.png
book,0259ea624412af7330f53dcdce5992bb,left,ok,0.291637,338,299,0.385521,338,c31e00b05576d1c53489fd830b042f1751abd1a4f31f905ea40d02393f80d283,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0259ea624412af7330f53dcdce5992bb/left.png
book,0259ea624412af7330f53dcdce5992bb,back,ok,0.260555,512,153,0.298828,512,15da78d7e1da1c16618a410c093477028e15772ceb4af5dab42d5fa28e440afa,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0259ea624412af7330f53dcdce5992bb/back.png
book,0259ea624412af7330f53dcdce5992bb,right,ok,0.291676,338,299,0.385521,338,524e4ae95e35c9a6e2008225c5e3c68aa2a42b8381d58bbd3aece628355df759,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0259ea624412af7330f53dcdce5992bb/right.png
book,028663dd7399822b6ba00d3bf6895b7b,front,ok,0.280674,498,208,0.395142,498,005680a5f81574cb3e455328ccfabdcd4bc0a9beff66ae955dce5c7195db2f1f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/028663dd7399822b6ba00d3bf6895b7b/front.png
book,028663dd7399822b6ba00d3bf6895b7b,left,ok,0.277916,384,247,0.361816,384,2d2502471201da858ec1eca71d76fb42cc9077e81d7acf6540bbb55c7b1c035c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/028663dd7399822b6ba00d3bf6895b7b/left.png
book,028663dd7399822b6ba00d3bf6895b7b,back,ok,0.281513,499,209,0.397839,499,f4a353d630d3ab3844bb4ac50559e05db4cf94672d68a88be83be87189243622,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/028663dd7399822b6ba00d3bf6895b7b/back.png
book,028663dd7399822b6ba00d3bf6895b7b,right,ok,0.327656,355,312,0.422516,355,27e30d929edb3872ef3d5b6cba90413a3c03edf5d63a0643e01c768e55f7a44b,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/028663dd7399822b6ba00d3bf6895b7b/right.png
book,0331b82f5db95201bbef0d71f3bba9cb,front,ok,0.321659,468,227,0.405258,468,4c0f3712153dd3a74e204615b1104ef63dd9f3ac14ef40437c15960a49aa5031,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0331b82f5db95201bbef0d71f3bba9cb/front.png
book,0331b82f5db95201bbef0d71f3bba9cb,left,ok,0.321568,467,227,0.404392,467,58460400d77d9642f6111e732bb12ccca4ea136c261b2441e6754994c3146070,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0331b82f5db95201bbef0d71f3bba9cb/left.png
book,0331b82f5db95201bbef0d71f3bba9cb,back,ok,0.321255,466,226,0.401749,466,ea788bcd3c6865554bbfb03b65a6ced02cea1f32562dfb26ea5f2cb2dc952758,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0331b82f5db95201bbef0d71f3bba9cb/back.png
book,0331b82f5db95201bbef0d71f3bba9cb,right,ok,0.321545,467,227,0.404392,467,74082d14b44577d88001a309dfba5035ed5ac49aec93cc9b3393dc8c779d4633,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0331b82f5db95201bbef0d71f3bba9cb/right.png
book,034dbe390f0aa861e352f01c82156d1e,front,ok,0.267471,508,161,0.311996,508,402cacddfd1699a9cce7a6af7892d2c9ed90220a60f550ee0e6f446bd8ecd912,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/034dbe390f0aa861e352f01c82156d1e/front.png
book,034dbe390f0aa861e352f01c82156d1e,left,ok,0.299469,364,285,0.395737,364,4781fbdaad5c06e6f5795fd399b95fba2c341653a3522757645cac49de4f8c4d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/034dbe390f0aa861e352f01c82156d1e/left.png
book,034dbe390f0aa861e352f01c82156d1e,back,ok,0.271320,512,163,0.318359,512,745908ef73be7c12f0f9065851ee4934b229c9471896bcbb8dfb5cfc01c7e7db,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/034dbe390f0aa861e352f01c82156d1e/back.png
book,034dbe390f0aa861e352f01c82156d1e,right,ok,0.299473,364,285,0.395737,364,eb15721d7cf01cc48ceed507d9133dd95cf07fb5035d13695694babd6c8a6627,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/034dbe390f0aa861e352f01c82156d1e/right.png
book,03de8bd80383a9820dc15444763b36bb,front,ok,0.258904,512,153,0.298828,512,5bae2e3de96777d6e0a3d5f9b3e2421f4e593ea6319267ff9f1c695b8b198afd,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/03de8bd80383a9820dc15444763b36bb/front.png
book,03de8bd80383a9820dc15444763b36bb,left,ok,0.289455,338,297,0.382942,338,38c126c15e0d13f3a93a1d4b209d030c8bf85b4bd48a9e6d17ba2b41bbc5f85f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/03de8bd80383a9820dc15444763b36bb/left.png
book,03de8bd80383a9820dc15444763b36bb,back,ok,0.257648,510,152,0.295715,510,b93cabb4f5dfd09295f1920a3a77a55400da319ee8c3440d9e88d8b450c5e35a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/03de8bd80383a9820dc15444763b36bb/back.png
book,03de8bd80383a9820dc15444763b36bb,right,ok,0.289494,338,297,0.382942,338,fe4b3947fbab7dfe6dd42e4fc333bf99b60b6a56293c8b419e2937c8a3c9f820,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/03de8bd80383a9820dc15444763b36bb/right.png
book,04426d4eb9307162c287911faf875e01,front,ok,0.285007,512,167,0.326172,512,442022a8e79b72c4be730d88320050afef98709aa887676de13201df0f5323a9,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04426d4eb9307162c287911faf875e01/front.png
book,04426d4eb9307162c287911faf875e01,left,ok,0.307899,351,301,0.403027,351,c1b1e4f8b43283d05e3042a3acb7a8be05f2798328a3d8ad8727b19c0b7330e0,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04426d4eb9307162c287911faf875e01/left.png
book,04426d4eb9307162c287911faf875e01,back,ok,0.281570,512,165,0.322266,512,d7f584fc23af9f8bdddfb50b435755f4cf0f7d0ab87ae758599ee901adc8ed32,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04426d4eb9307162c287911faf875e01/back.png
book,04426d4eb9307162c287911faf875e01,right,ok,0.307922,351,301,0.403027,351,4def67c91e9233b8fc0b39e1566ba05a0d03f983a94b39c7bb00385ea30cf1ac,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04426d4eb9307162c287911faf875e01/right.png
book,048e4018ce3951081468d87cbfe98ef0,front,ok,0.062584,70,257,0.068626,257,4f6e2e96d05f89da0f76a7e5fa0315041a43b3bd06912e09ff43907320d95be6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/048e4018ce3951081468d87cbfe98ef0/front.png
book,048e4018ce3951081468d87cbfe98ef0,left,ok,0.176441,361,274,0.377327,361,0f72bbb83529644a2d4e8adfd4368200c3ee720ed9503284bb3dcdba40bfd1d6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/048e4018ce3951081468d87cbfe98ef0/left.png
book,048e4018ce3951081468d87cbfe98ef0,back,ok,0.065639,64,328,0.080078,328,029d3826aa3d227f5d89fdd4e6246828d570e5599867c96522c6ad5f051daab9,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/048e4018ce3951081468d87cbfe98ef0/back.png
book,048e4018ce3951081468d87cbfe98ef0,right,ok,0.188087,361,274,0.377327,361,20a111396f21ddfcca9ba77685d2648d2fc332db263cb91d59d59e736e14d929,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/048e4018ce3951081468d87cbfe98ef0/right.png
book,04a268bc7e7a28987f358fa1ebd3d174,front,ok,0.255268,510,154,0.299606,510,2876ba167d7ff95f447771fc8ede0ecef983a8bae31706bd1e762ad55f08df4e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04a268bc7e7a28987f358fa1ebd3d174/front.png
book,04a268bc7e7a28987f358fa1ebd3d174,left,ok,0.287777,355,284,0.384598,355,d6e36cc1d8eb6cff044eb2ea3cfe7b0acdc246b47c045dd5ec510e8ab91c411d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04a268bc7e7a28987f358fa1ebd3d174/left.png
book,04a268bc7e7a28987f358fa1ebd3d174,back,ok,0.251297,506,152,0.293396,506,26930a2768552babdaeb3d5c50997f86f4e718fabbc88a2447f6d44c95cc6f17,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04a268bc7e7a28987f358fa1ebd3d174/back.png
book,04a268bc7e7a28987f358fa1ebd3d174,right,ok,0.288208,355,284,0.384598,355,c9d2deae4bff593e363c5f53d9af7f36c7760ba40e87c57e7d7eb588c01c102d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/04a268bc7e7a28987f358fa1ebd3d174/right.png
book,05fbf30e49d9ea9f14e2db7813a9a9e5,front,ok,0.223213,506,138,0.266373,506,bebc8db630431ec73405a32c1aa14d562e83940d1981de76c0e49debe1f685c9,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/05fbf30e49d9ea9f14e2db7813a9a9e5/front.png
book,05fbf30e49d9ea9f14e2db7813a9a9e5,left,ok,0.265266,340,280,0.363159,340,b001d8ed85d0479bdc5b3cd829e91185c02a6811f2ca07c86e94d369947181ca,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/05fbf30e49d9ea9f14e2db7813a9a9e5/left.png
book,05fbf30e49d9ea9f14e2db7813a9a9e5,back,ok,0.227135,508,139,0.269363,508,ab004ec7872ec338569c1bc7ba5122ce4d784daa425302f56ade87cffb0043fa,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/05fbf30e49d9ea9f14e2db7813a9a9e5/back.png
book,05fbf30e49d9ea9f14e2db7813a9a9e5,right,ok,0.265709,340,280,0.363159,340,af9c14610e0dd2271b3ac60e6936d3a012d02fc0647266e591dd6373840cffed,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/05fbf30e49d9ea9f14e2db7813a9a9e5/right.png
book,063bce2145f8750e2f97bef8e73ea8a8,front,ok,0.069492,62,376,0.088928,376,b620b66b89ff962ad94ad8181b713b53effae920eb86913ca727dddc4fb61203,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/063bce2145f8750e2f97bef8e73ea8a8/front.png
book,063bce2145f8750e2f97bef8e73ea8a8,left,ok,0.257046,309,322,0.379555,322,e66510066e0891516322a42477eeb0687f30ac9abf2fccad6bd142ca4262b184,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/063bce2145f8750e2f97bef8e73ea8a8/left.png
book,063bce2145f8750e2f97bef8e73ea8a8,back,ok,0.067013,56,367,0.078400,367,2d5a6299ec64f49e88ef5b0cf74faa5d612b8575717a7b1bb3feb78b1b49a9bf,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/063bce2145f8750e2f97bef8e73ea8a8/back.png
book,063bce2145f8750e2f97bef8e73ea8a8,right,ok,0.256996,309,322,0.379555,322,6ae6bdbca6aca97445acdd1f4c74465fc8b61942a9c2638e40c60f51c4c0c007,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/063bce2145f8750e2f97bef8e73ea8a8/right.png
book,0644ce4bcbf6452639b48f3ee78bb7e2,front,ok,0.254780,512,151,0.294922,512,38407f31085c6d4bc606ad7f304c861467bb6ab33974ee5097ea370c41560ecc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0644ce4bcbf6452639b48f3ee78bb7e2/front.png
book,0644ce4bcbf6452639b48f3ee78bb7e2,left,ok,0.285568,338,295,0.380363,338,00e349b8f320d888fd41341c55e6e671cd743a5301095389f57014775e31f1de,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0644ce4bcbf6452639b48f3ee78bb7e2/left.png
book,0644ce4bcbf6452639b48f3ee78bb7e2,back,ok,0.253277,510,150,0.291824,510,976198e401a4bd0a1df3d212166912c7e4aa75fec08450f09451712b3fb52e52,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0644ce4bcbf6452639b48f3ee78bb7e2/back.png
book,0644ce4bcbf6452639b48f3ee78bb7e2,right,ok,0.285446,338,295,0.380363,338,6f0eb8a7fd93e1484a271c95de7f4ca248621e5cda030a6de320d7b25e48c95f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0644ce4bcbf6452639b48f3ee78bb7e2/right.png
book,064f409bb0bcbc9fc92cde28adf0202d,front,ok,0.038265,36,351,0.048203,351,4f9ef6f567fe9384e9a701841f9c23df07113be7e16526b0a5f1b7ff07454552,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/064f409bb0bcbc9fc92cde28adf0202d/front.png
book,064f409bb0bcbc9fc92cde28adf0202d,left,ok,0.197388,352,265,0.355835,352,ba42d620b6990ca60d5b5166a95669f8770327f3adedc68c3f4a6b9a725bdea2,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/064f409bb0bcbc9fc92cde28adf0202d/left.png
book,064f409bb0bcbc9fc92cde28adf0202d,back,ok,0.036797,38,280,0.040588,280,3e6295a2aec6e06c606fd1b3c2dfaf222ab624be76184762413aa48c59199155,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/064f409bb0bcbc9fc92cde28adf0202d/back.png
book,064f409bb0bcbc9fc92cde28adf0202d,right,ok,0.197899,352,266,0.357178,352,330473bb1e384605b78015d7046b7bacaf05f737a9a05fc1dd94bcb113b8acfb,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/064f409bb0bcbc9fc92cde28adf0202d/right.png
book,076b7dc0f38062fbc65baee644dff9c1,front,ok,0.255764,512,153,0.298828,512,3898225263e35b8636e8081469745175d1db5c21d1cdee251aafbaf9afb1cd59,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/076b7dc0f38062fbc65baee644dff9c1/front.png
book,076b7dc0f38062fbc65baee644dff9c1,left,ok,0.282829,334,301,0.383507,334,7f2814285ba5069a77563a53494fb33d06ebb8a361b334006cf87b1171f84f2d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/076b7dc0f38062fbc65baee644dff9c1/left.png
book,076b7dc0f38062fbc65baee644dff9c1,back,ok,0.253399,512,152,0.296875,512,ec0371d7e036925ec50d2f2cc018c88b3a1090e54fc6d76bfda02b6634a41475,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/076b7dc0f38062fbc65baee644dff9c1/back.png
book,076b7dc0f38062fbc65baee644dff9c1,right,ok,0.280800,334,301,0.383507,334,439a3d8eccb8f3b6cf547c0d438dcda2e2cddda30c21af47bc9ef4bc4f904242,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/076b7dc0f38062fbc65baee644dff9c1/right.png
book,079afd94f715955cabe5e02b638ce72e,front,ok,0.289257,512,167,0.326172,512,b5fd1d0e59047c36642a1f4be03a91525fecdd5c82c43de761675a8b3d5eabf7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/079afd94f715955cabe5e02b638ce72e/front.png
book,079afd94f715955cabe5e02b638ce72e,left,ok,0.311523,342,312,0.407043,342,19e896527374df83860419b0a77aec2aa115fb79b6e9a326813d66b14216fed2,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/079afd94f715955cabe5e02b638ce72e/left.png
book,079afd94f715955cabe5e02b638ce72e,back,ok,0.292534,512,169,0.330078,512,10ba4eb6ae80485a679c2771a745a38662551803ea3ed896b03020770bca09f7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/079afd94f715955cabe5e02b638ce72e/back.png
book,079afd94f715955cabe5e02b638ce72e,right,ok,0.311539,343,312,0.408234,343,143b7d5df1cf7d35607ec1e2a3cb7626e469995b5609efc896adfd83c52e8c5a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/079afd94f715955cabe5e02b638ce72e/right.png
