category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,path
cup,00272e201f3da73eaee2b70b21776cb9,back,ok,0.164272,448,187,0.319580,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00272e201f3da73eaee2b70b21776cb9/back.png
cup,00272e201f3da73eaee2b70b21776cb9,right,ok,0.177666,220,357,0.299606,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00272e201f3da73eaee2b70b21776cb9/right.png
cup,00d5fff2b71167d977cafe7d5e0021b9,front,ok,0.144985,145,360,0.199127,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00d5fff2b71167d977cafe7d5e0021b9/front.png
cup,00d5fff2b71167d977cafe7d5e0021b9,left,ok,0.224449,245,375,0.350475,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00d5fff2b71167d977cafe7d5e0021b9/left.png
cup,00d5fff2b71167d977cafe7d5e0021b9,back,ok,0.151165,151,365,0.210247,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00d5fff2b71167d977cafe7d5e0021b9/back.png
cup,00d5fff2b71167d977cafe7d5e0021b9,right,ok,0.177979,202,332,0.255829,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/cup/00d5fff2b71167d977cafe7d5e0021b9/right.png
toy,00663acdb1b0b8c7f3b936d845cd6aa3,front,ok,0.256054,272,275,0.285339,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/00663acdb1b0b8c7f3b936d845cd6aa3/front.png
toy,00663acdb1b0b8c7f3b936d845cd6aa3,left,ok,0.284576,349,351,0.467297,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/00663acdb1b0b8c7f3b936d845cd6aa3/left.png
toy,00663acdb1b0b8c7f3b936d845cd6aa3,back,ok,0.267227,294,283,0.317390,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/00663acdb1b0b8c7f3b936d845cd6aa3/back.png
toy,00663acdb1b0b8c7f3b936d845cd6aa3,right,ok,0.284515,350,352,0.469971,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/00663acdb1b0b8c7f3b936d845cd6aa3/right.png
toy,0739ff6973e570ebee7b9d3dfffcf282,front,ok,0.301971,343,297,0.388607,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/0739ff6973e570ebee7b9d3dfffcf282/front.png
toy,0739ff6973e570ebee7b9d3dfffcf282,left,ok,0.220390,311,284,0.336929,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/0739ff6973e570ebee7b9d3dfffcf282/left.png
toy,0739ff6973e570ebee7b9d3dfffcf282,back,ok,0.095615,339,82,0.106041,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/0739ff6973e570ebee7b9d3dfffcf282/back.png
toy,0739ff6973e570ebee7b9d3dfffcf282,right,ok,0.208542,294,289,0.324120,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/toy/0739ff6973e570ebee7b9d3dfffcf282/right.png
decoration,0054d3a93ed1d6c7062928e94419e644,front,ok,0.162109,150,398,0.227737,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/0054d3a93ed1d6c7062928e94419e644/front.png
decoration,0054d3a93ed1d6c7062928e94419e644,left,ok,0.267162,486,169,0.313316,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/0054d3a93ed1d6c7062928e94419e644/left.png
decoration,0054d3a93ed1d6c7062928e94419e644,back,ok,0.166615,152,391,0.226715,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/0054d3a93ed1d6c7062928e94419e644/back.png
decoration,0054d3a93ed1d6c7062928e94419e644,right,ok,0.299004,452,204,0.351746,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/0054d3a93ed1d6c7062928e94419e644/right.png
decoration,02e59a3185704125e491323a725ffc1a,front,ok,0.163639,255,285,0.277233,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/02e59a3185704125e491323a725ffc1a/front.png
decoration,02e59a3185704125e491323a725ffc1a,left,ok,0.221062,283,270,0.291481,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/02e59a3185704125e491323a725ffc1a/left.png
decoration,02e59a3185704125e491323a725ffc1a,back,ok,0.170624,239,286,0.260750,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/02e59a3185704125e491323a725ffc1a/back.png
decoration,02e59a3185704125e491323a725ffc1a,right,ok,0.232941,313,286,0.341484,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/decoration/02e59a3185704125e491323a725ffc1a/right.png
pen,04feeccef3aa4a7015be3ad2377b728d,front,ok,0.092171,456,101,0.175690,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/04feeccef3aa4a7015be3ad2377b728d/front.png
pen,04feeccef3aa4a7015be3ad2377b728d,left,ok,0.062874,87,273,0.090603,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/04feeccef3aa4a7015be3ad2377b728d/left.png
pen,04feeccef3aa4a7015be3ad2377b728d,back,ok,0.090172,451,121,0.208172,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/04feeccef3aa4a7015be3ad2377b728d/back.png
pen,04feeccef3aa4a7015be3ad2377b728d,right,ok,0.084946,84,369,0.118240,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/04feeccef3aa4a7015be3ad2377b728d/right.png
pen,058f4f02e6ef19aa1e986e5832d6017c,front,ok,0.079124,114,302,0.131332,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/058f4f02e6ef19aa1e986e5832d6017c/front.png
pen,058f4f02e6ef19aa1e986e5832d6017c,left,ok,0.119633,243,360,0.333710,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/058f4f02e6ef19aa1e986e5832d6017c/left.png
pen,058f4f02e6ef19aa1e986e5832d6017c,back,ok,0.111515,80,423,0.129089,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/058f4f02e6ef19aa1e986e5832d6017c/back.png
pen,058f4f02e6ef19aa1e986e5832d6017c,right,ok,0.118618,244,356,0.331360,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/pen/058f4f02e6ef19aa1e986e5832d6017c/right.png
plant,03416d8f060955416d7d72fe70ffb9bf,front,ok,0.007996,9,451,0.015484,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/03416d8f060955416d7d72fe70ffb9bf/front.png
plant,03416d8f060955416d7d72fe70ffb9bf,left,ok,0.081310,273,323,0.336376,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/03416d8f060955416d7d72fe70ffb9bf/left.png
plant,03416d8f060955416d7d72fe70ffb9bf,back,ok,0.008652,14,327,0.017464,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/03416d8f060955416d7d72fe70ffb9bf/back.png
plant,03416d8f060955416d7d72fe70ffb9bf,right,ok,0.081017,274,322,0.336563,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/03416d8f060955416d7d72fe70ffb9bf/right.png
plant,0df252f7b3dac1fbf3634320e5ab1003,front,ok,0.059605,425,142,0.230217,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/0df252f7b3dac1fbf3634320e5ab1003/front.png
plant,0df252f7b3dac1fbf3634320e5ab1003,left,ok,0.035786,100,308,0.117493,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/0df252f7b3dac1fbf3634320e5ab1003/left.png
plant,0df252f7b3dac1fbf3634320e5ab1003,back,ok,0.068577,437,149,0.248386,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/0df252f7b3dac1fbf3634320e5ab1003/back.png
plant,0df252f7b3dac1fbf3634320e5ab1003,right,ok,0.059872,149,269,0.152897,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plant/0df252f7b3dac1fbf3634320e5ab1003/right.png
towel,08f111c07e5de2389d775eb72811db79,front,ok,0.268002,467,206,0.366982,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/08f111c07e5de2389d775eb72811db79/front.png
towel,08f111c07e5de2389d775eb72811db79,left,ok,0.300381,414,251,0.396400,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/08f111c07e5de2389d775eb72811db79/left.png
towel,08f111c07e5de2389d775eb72811db79,back,ok,0.266247,456,214,0.372253,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/08f111c07e5de2389d775eb72811db79/back.png
towel,08f111c07e5de2389d775eb72811db79,right,ok,0.275425,411,245,0.384121,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/08f111c07e5de2389d775eb72811db79/right.png
towel,0f06cebea3ef3e1e8defce5a55789b66,front,ok,0.017902,15,453,0.025921,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/0f06cebea3ef3e1e8defce5a55789b66/front.png
towel,0f06cebea3ef3e1e8defce5a55789b66,left,ok,0.297501,268,366,0.374176,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/0f06cebea3ef3e1e8defce5a55789b66/left.png
towel,0f06cebea3ef3e1e8defce5a55789b66,back,ok,0.017750,15,453,0.025921,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/0f06cebea3ef3e1e8defce5a55789b66/back.png
towel,0f06cebea3ef3e1e8defce5a55789b66,right,ok,0.297039,267,365,0.371761,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/towel/0f06cebea3ef3e1e8defce5a55789b66/right.png
shoe,031e84bdaf0b567e8b61415b28988e15,front,ok,0.120136,313,230,0.274620,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/031e84bdaf0b567e8b61415b28988e15/front.png
shoe,031e84bdaf0b567e8b61415b28988e15,left,ok,0.168335,398,240,0.364380,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/031e84bdaf0b567e8b61415b28988e15/left.png
shoe,031e84bdaf0b567e8b61415b28988e15,back,ok,0.117622,361,247,0.340145,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/031e84bdaf0b567e8b61415b28988e15/back.png
shoe,031e84bdaf0b567e8b61415b28988e15,right,ok,0.100609,332,235,0.297623,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/031e84bdaf0b567e8b61415b28988e15/right.png
shoe,09ce53771b7e9b16fe82d5074e0c96ef,front,ok,0.137360,147,406,0.227669,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/09ce53771b7e9b16fe82d5074e0c96ef/front.png
shoe,09ce53771b7e9b16fe82d5074e0c96ef,left,ok,0.148777,167,396,0.252274,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/09ce53771b7e9b16fe82d5074e0c96ef/left.png
shoe,09ce53771b7e9b16fe82d5074e0c96ef,back,ok,0.116272,149,339,0.192684,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/09ce53771b7e9b16fe82d5074e0c96ef/back.png
shoe,09ce53771b7e9b16fe82d5074e0c96ef,right,ok,0.112869,141,396,0.212997,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/shoe/09ce53771b7e9b16fe82d5074e0c96ef/right.png
plate,00852340ddabd56df2abe1e23b526543,front,ok,0.027092,33,339,0.042675,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/00852340ddabd56df2abe1e23b526543/front.png
plate,00852340ddabd56df2abe1e23b526543,left,ok,0.255405,351,246,0.329384,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/00852340ddabd56df2abe1e23b526543/left.png
plate,00852340ddabd56df2abe1e23b526543,back,ok,0.027382,33,340,0.042801,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/00852340ddabd56df2abe1e23b526543/back.png
plate,00852340ddabd56df2abe1e23b526543,right,ok,0.272873,367,253,0.354198,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/00852340ddabd56df2abe1e23b526543/right.png
plate,0513506f0d3cb2c15998c5e32a95dd55,front,ok,0.008385,6,370,0.008469,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/0513506f0d3cb2c15998c5e32a95dd55/front.png
plate,0513506f0d3cb2c15998c5e32a95dd55,left,ok,0.263523,264,334,0.336365,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/0513506f0d3cb2c15998c5e32a95dd55/left.png
plate,0513506f0d3cb2c15998c5e32a95dd55,back,ok,0.008385,6,370,0.008469,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/0513506f0d3cb2c15998c5e32a95dd55/back.png
plate,0513506f0d3cb2c15998c5e32a95dd55,right,ok,0.263527,264,334,0.336365,docs/tmp/center-offset-dataset-evaluation/center_only_sample_rerender/plate/0513506f0d3cb2c15998c5e32a95dd55/right.png
