category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,max_dim,source_sha256_after,matches_rerender_sha,source_png
cabinet,01832f2d9a433adec46c23492a04a66c,back,ok,0.298054,500,172,0.328064,500,5ca529973ea57765511d1ad62c58c7fdf76a8b1bb773626fbd527e68c9fb8c09,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01832f2d9a433adec46c23492a04a66c/back.png
cabinet,01832f2d9a433adec46c23492a04a66c,right,ok,0.123589,104,407,0.161469,407,8deeef167fd59c592e0ada0f087a317130fe626ab188c577e60932edc2d2b39f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01832f2d9a433adec46c23492a04a66c/right.png
cabinet,01ba00f2f4072e5e3f71cadea43edf49,front,ok,0.229736,236,334,0.300690,334,31372e0d1011de336c70ae8e71af80a44d79100260cd3fffb9a6b8eedc3a21c3,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01ba00f2f4072e5e3f71cadea43edf49/front.png
cabinet,01ba00f2f4072e5e3f71cadea43edf49,left,ok,0.251247,512,158,0.308594,512,4c46319baf122ee58f541fa39c5bef35061782aa0c24d6b648ec3dd33a44e1ef,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01ba00f2f4072e5e3f71cadea43edf49/left.png
cabinet,01ba00f2f4072e5e3f71cadea43edf49,back,ok,0.231468,242,334,0.308334,334,5426f75671713410b3c82d201879ca53ed85de55162abcce57646b4c13def5bd,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01ba00f2f4072e5e3f71cadea43edf49/back.png
cabinet,01ba00f2f4072e5e3f71cadea43edf49,right,ok,0.252453,512,142,0.277344,512,f0d7e7fa3e5989c36f72baeb8504c0c40dc6d3e14f502d45583e969c9c800ce2,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01ba00f2f4072e5e3f71cadea43edf49/right.png
cabinet,01fd983213e1647c02edfce9a6ea098d,front,ok,0.381355,466,257,0.456856,466,63566ae022fea7599a7e0b48fead2e81c76e6d23d2e76034005a6622246013c7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01fd983213e1647c02edfce9a6ea098d/front.png
cabinet,01fd983213e1647c02edfce9a6ea098d,left,ok,0.134975,107,443,0.180820,443,784bf262cb926f89d9ff3d055ca4cb981994039c4d099534dd8da06d57168874,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01fd983213e1647c02edfce9a6ea098d/left.png
cabinet,01fd983213e1647c02edfce9a6ea098d,back,ok,0.393108,470,257,0.460777,470,a564d5a845e09e185c2ec73a206f689c681fd4e5363d0084b38fb05c8357cb12,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01fd983213e1647c02edfce9a6ea098d/back.png
cabinet,01fd983213e1647c02edfce9a6ea098d,right,ok,0.074383,103,443,0.174061,443,d5ec3268b63bc122eece25b5d09e2cb49e1f43df11f4650bf56b4a7bf04004d6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/01fd983213e1647c02edfce9a6ea098d/right.png
cabinet,030552c05f71248d0ec542c121a3586f,front,ok,0.397137,486,248,0.459778,486,abbf34f31161aaffcda6d143cc83afc65e4212ed3b4404f6beaa5c43a50a9b75,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030552c05f71248d0ec542c121a3586f/front.png
cabinet,030552c05f71248d0ec542c121a3586f,left,ok,0.375084,414,350,0.552750,414,713572a9585837657128cade9869bebc0ff74964c7aa669bff38f049e51bf915,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030552c05f71248d0ec542c121a3586f/left.png
cabinet,030552c05f71248d0ec542c121a3586f,back,ok,0.405758,388,333,0.492874,388,f6f7c0a125b9948561a44b0737c0fe09da03ff7cca69b4bfcfb938c921199b54,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030552c05f71248d0ec542c121a3586f/back.png
cabinet,030552c05f71248d0ec542c121a3586f,right,ok,0.374210,414,349,0.551170,414,334bb152badab403336d148ada978649976e60b4dc0da2a1565f58989f491c2a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030552c05f71248d0ec542c121a3586f/right.png
cabinet,03084f37e155430e2768d4a8f71c41d6,front,ok,0.366936,360,351,0.482025,360,aa303d14ae20769c1675bd5f293a165aae91d6d24235b0acd3fdf170f83e3b07,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03084f37e155430e2768d4a8f71c41d6/front.png
cabinet,03084f37e155430e2768d4a8f71c41d6,left,ok,0.333580,512,237,0.462891,512,8d596746119bbb405ffa42e4ac15d110f2d54ba0d51a592a474275aaee056fae,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03084f37e155430e2768d4a8f71c41d6/left.png
cabinet,03084f37e155430e2768d4a8f71c41d6,back,ok,0.334572,360,351,0.482025,360,8ac2610ae427cb72dad09fe4cbbdb279bb73449ed8cb04944acec34718e5207c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03084f37e155430e2768d4a8f71c41d6/back.png
cabinet,03084f37e155430e2768d4a8f71c41d6,right,ok,0.354183,506,242,0.467117,506,800639af274403d8c72a5a5978b7c3e9473a68bcdd111910dc01a8e6f4d4b9bf,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03084f37e155430e2768d4a8f71c41d6/right.png
cabinet,030f6923af651a0593b1556295d36e0b,front,ok,0.430145,480,274,0.501709,480,339bddb438a3c11ca2ecf92c5c8f5a162d6f3cf5aa319ca7a636853c33e42eda,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030f6923af651a0593b1556295d36e0b/front.png
cabinet,030f6923af651a0593b1556295d36e0b,left,ok,0.218529,176,439,0.294739,439,e4c52ea229a53b5b0358555a22ca068ba9f5e9e6eb4c7a5c8f3ba30c64b2b345,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030f6923af651a0593b1556295d36e0b/left.png
cabinet,030f6923af651a0593b1556295d36e0b,back,ok,0.423302,482,273,0.501961,482,d2319780fc33820289912dacab9e3ee4980d1d051c4ce0057257f4b3eb629671,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030f6923af651a0593b1556295d36e0b/back.png
cabinet,030f6923af651a0593b1556295d36e0b,right,ok,0.227119,176,439,0.294739,439,170fd97bd5495d3ae6e4225178c9d87c401d9db6d372bd89b21cf6ea648dbce6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/030f6923af651a0593b1556295d36e0b/right.png
cabinet,0351e38501c4134575e6dda441b434d9,front,ok,0.225819,217,360,0.298004,360,520be9bfbf680a652b5d9d876420f2bb9196ac9b52764d8bcc8e43ade0bcd836,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0351e38501c4134575e6dda441b434d9/front.png
cabinet,0351e38501c4134575e6dda441b434d9,left,ok,0.255497,512,140,0.273438,512,db75da2640a74eb830652c61a7c1d884543e3cc7db890f6d49464f6ee3dbc6cc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0351e38501c4134575e6dda441b434d9/left.png
cabinet,0351e38501c4134575e6dda441b434d9,back,ok,0.225857,217,360,0.298004,360,b232a842a4b979beb0f6879de2d67db0cb3feb46350560a267eaf958a663455c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0351e38501c4134575e6dda441b434d9/back.png
cabinet,0351e38501c4134575e6dda441b434d9,right,ok,0.255497,512,140,0.273438,512,f3e495df058f76e72c2a3ee0f597b523d813a69342b839c23fc88a678ccff5dc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0351e38501c4134575e6dda441b434d9/right.png
cabinet,039c6bdd9fc8b57652b7a96f885dc484,front,ok,0.285042,444,218,0.369232,444,57f5bc30b286696f1da28b93f67cec1cfe640c5963a663283970da153e31c668,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/039c6bdd9fc8b57652b7a96f885dc484/front.png
cabinet,039c6bdd9fc8b57652b7a96f885dc484,left,ok,0.275230,472,194,0.349304,472,e8081cd79889d4c1f8eb0c101bbadbd635acd8929ad0768bc428a144b2e193fc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/039c6bdd9fc8b57652b7a96f885dc484/left.png
cabinet,039c6bdd9fc8b57652b7a96f885dc484,back,ok,0.285042,444,218,0.369232,444,db41ea51209459b78c42a98dfc25437cba2dd96ccd763dd84a16c4fedbb0009a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/039c6bdd9fc8b57652b7a96f885dc484/back.png
cabinet,039c6bdd9fc8b57652b7a96f885dc484,right,ok,0.275230,472,194,0.349304,472,5505227080379dbf27547e8835d1c2b0f2a3f0f3b021499b84c61a4d0fab2d30,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/039c6bdd9fc8b57652b7a96f885dc484/right.png
cabinet,03d89ac3714f5dbdef54fa3d7f8b2702,front,ok,0.033241,463,19,0.033558,463,b23aecffa7bbc3a371869b6f40b284e4e08c05763595be2114a498a0266af87f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03d89ac3714f5dbdef54fa3d7f8b2702/front.png
cabinet,03d89ac3714f5dbdef54fa3d7f8b2702,left,ok,0.015049,16,332,0.020264,332,2d1a06683fa775e78f966587ad50300c402b148390735dd54167dadc59348e6a,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03d89ac3714f5dbdef54fa3d7f8b2702/left.png
cabinet,03d89ac3714f5dbdef54fa3d7f8b2702,back,ok,0.033573,468,19,0.033920,468,6cc3178a6b46c1579849596d544025f250c0a405fb64182c37ac87387743fe06,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03d89ac3714f5dbdef54fa3d7f8b2702/back.png
cabinet,03d89ac3714f5dbdef54fa3d7f8b2702,right,ok,0.014645,16,332,0.020264,332,aeb2e1e79a7c850a250595edb645984cff09fd631aa6839c2970489c76bc6d15,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/03d89ac3714f5dbdef54fa3d7f8b2702/right.png
cabinet,042a2ad4549c90e90a91f9bc50f7b9b6,front,ok,0.267162,512,149,0.291016,512,237987a2f24d2104864c01d9b9acfd6ab28b6bd150ae3442ffce07207c401842,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/042a2ad4549c90e90a91f9bc50f7b9b6/front.png
cabinet,042a2ad4549c90e90a91f9bc50f7b9b6,left,ok,0.272102,280,336,0.358887,336,297ecc003178b540321f6a1b511ff33f2eeac700b3116877da36c87d471ecc8e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/042a2ad4549c90e90a91f9bc50f7b9b6/left.png
cabinet,042a2ad4549c90e90a91f9bc50f7b9b6,back,ok,0.267162,512,149,0.291016,512,fec25f580200200e3421ab4c75cccf4d300a679cc9ee2038deb9cdd38c625001,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/042a2ad4549c90e90a91f9bc50f7b9b6/back.png
cabinet,042a2ad4549c90e90a91f9bc50f7b9b6,right,ok,0.272121,280,336,0.358887,336,559d5c0868e3dd76763f8253e75806b68a6ce372981876c3a11de8189d2206ac,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/042a2ad4549c90e90a91f9bc50f7b9b6/right.png
cabinet,04341ec1ca6bf336f49cad66cae7a722,front,ok,0.380806,378,322,0.464310,378,eef5c6d7fa286d68b2dbfcb85e7a6c975cf0b0901b11691fd9a0f3bd4f5c665c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/04341ec1ca6bf336f49cad66cae7a722/front.png
cabinet,04341ec1ca6bf336f49cad66cae7a722,left,ok,0.066963,50,460,0.087738,460,c4da658787224a67fd9589296e298888e05aef485e9887fa84b6d9c471093f49,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/04341ec1ca6bf336f49cad66cae7a722/left.png
cabinet,04341ec1ca6bf336f49cad66cae7a722,back,ok,0.382053,380,322,0.466766,380,f796c39fedf7b8a1501bf4e203baaa7c327b2887fa91dcbe6188b7f24b15334f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/04341ec1ca6bf336f49cad66cae7a722/back.png
cabinet,04341ec1ca6bf336f49cad66cae7a722,right,ok,0.065224,48,460,0.084229,460,1d1cd67cbf7c26ac79a4cf307873fb93fe607adb48c33f1c3fe54a36f5a34bb6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/04341ec1ca6bf336f49cad66cae7a722/right.png
cabinet,0488118f0fd22625619c210a71c8d81e,front,ok,0.024529,20,414,0.031586,414,873d496d2566650ff276a4a9df83cee1ede8c21dcfeb6b77e6df5a35533ee4a8,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0488118f0fd22625619c210a71c8d81e/front.png
cabinet,0488118f0fd22625619c210a71c8d81e,left,ok,0.269951,480,165,0.302124,480,e260a3cd33d5c9adfb0b75be33ac66bd8c4ba1f3c7c93a5164bcc4d73a0fedbb,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0488118f0fd22625619c210a71c8d81e/left.png
cabinet,0488118f0fd22625619c210a71c8d81e,back,ok,0.024525,20,414,0.031586,414,e2040ab397a646c5dc0e18284bbcff2b3e49db571c2f940580608505ff52baed,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0488118f0fd22625619c210a71c8d81e/back.png
cabinet,0488118f0fd22625619c210a71c8d81e,right,ok,0.270191,480,165,0.302124,480,1b7f22787977c01f47e49be216fabc9add94d987e040da30705335fb747afa96,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0488118f0fd22625619c210a71c8d81e/right.png
cabinet,0493d2c7a758de44c6b45d4c14801a74,front,ok,0.482048,480,328,0.600586,480,b23b601d34e3b186a2171735f889d6450eab09b342837494b2853fc8a87b1db4,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0493d2c7a758de44c6b45d4c14801a74/front.png
cabinet,0493d2c7a758de44c6b45d4c14801a74,left,ok,0.492630,474,332,0.600311,474,82b17b4c515947989fc130815192d413a1819a28b653542bb164b2ff7908c04b,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0493d2c7a758de44c6b45d4c14801a74/left.png
cabinet,0493d2c7a758de44c6b45d4c14801a74,back,ok,0.482075,480,328,0.600586,480,50b620e229f5516783a89f7d560c2051957daa307ebebe48aee3a63c8909e5ad,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0493d2c7a758de44c6b45d4c14801a74/back.png
cabinet,0493d2c7a758de44c6b45d4c14801a74,right,ok,0.468739,474,328,0.593079,474,309bb5e995aa97720b85d7bac2effec27b7515e748e20d40031dfb3b56af0630,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0493d2c7a758de44c6b45d4c14801a74/right.png
cabinet,051784651ce9ea0494f32068cb8a1210,front,ok,0.189266,212,289,0.233719,289,867b27c7be503c1c0b05e5bd49cbf7f98686b91deb9c5ed02748b7f8a48c8891,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/051784651ce9ea0494f32068cb8a1210/front.png
cabinet,051784651ce9ea0494f32068cb8a1210,left,ok,0.217598,426,271,0.440392,426,181df299d8476fc40ed630f7553a98458deaef4fe1712f9460d8a129cb926a26,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/051784651ce9ea0494f32068cb8a1210/left.png
cabinet,051784651ce9ea0494f32068cb8a1210,back,ok,0.181427,157,431,0.258129,431,ac0a5bcbfbd24a48b9ffa053fa4096f5261d1b2e6e0eaac95b8a6beb0f42dfb7,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/051784651ce9ea0494f32068cb8a1210/back.png
cabinet,051784651ce9ea0494f32068cb8a1210,right,ok,0.219578,434,280,0.463562,434,e5781aed503d2f073d33b7d668a2c5921abbd2375373d9d233b4baca9e63297e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/051784651ce9ea0494f32068cb8a1210/right.png
cabinet,0592e41b66a549d83a509305325d6d91,front,ok,0.439732,457,334,0.582268,457,5be12cbcd388872ff00a72784cddedfc37e72f03354a2e93b28af8b640a55b02,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0592e41b66a549d83a509305325d6d91/front.png
cabinet,0592e41b66a549d83a509305325d6d91,left,ok,0.420918,426,334,0.542770,426,cf15921b93494587f7ba062e0a45254ea0b0206aa329a62b21dc22eea9ff79e5,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0592e41b66a549d83a509305325d6d91/left.png
cabinet,0592e41b66a549d83a509305325d6d91,back,ok,0.426224,435,334,0.554237,435,4e4bdc4fc76aff6fc938d6dc52698ab2ee8b77e8099fa7610db98fed212b088f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0592e41b66a549d83a509305325d6d91/back.png
cabinet,0592e41b66a549d83a509305325d6d91,right,ok,0.448174,460,331,0.580826,460,9510379c0b467a568cda3a6e730592bc2dd17e9b0bf5b3b01348e8e74ed7a8d6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0592e41b66a549d83a509305325d6d91/right.png
cabinet,05b603614a4ff2f04bfa544a2d85a0bd,front,ok,0.019096,15,423,0.024204,423,2319ec3089a1743233c0826e780f6ec404219626260de0ce6038410e1b0ffca0,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/front.png
cabinet,05b603614a4ff2f04bfa544a2d85a0bd,left,ok,0.111412,92,405,0.142136,405,042b2d1e61327349a11ee75534dd4da747b46cebd0cca4a0e6b81358203f58cb,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/left.png
cabinet,05b603614a4ff2f04bfa544a2d85a0bd,back,ok,0.017342,14,424,0.022644,424,b96cd0f1c0d509b4b2a733c0a3d2ec265554537bd8af6801be0448078fb10f0e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/back.png
cabinet,05b603614a4ff2f04bfa544a2d85a0bd,right,ok,0.111408,92,405,0.142136,405,1244de630c668fd8adb872570e0b826a21424e3618155fbc381eab3d83d60f35,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/right.png
cabinet,0643684aed91df5d35c78c3e8ab9268c,front,ok,0.287224,512,162,0.316406,512,b9705f40ba45bfa9b40541fa972124792f978dd25bbbdf7598c314e2e677d6e2,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0643684aed91df5d35c78c3e8ab9268c/front.png
cabinet,0643684aed91df5d35c78c3e8ab9268c,left,ok,0.223152,201,379,0.290600,379,8dfc6af56b79c2381adf6959be57cd695bbbb27a5107798939bfc34f3a03f031,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0643684aed91df5d35c78c3e8ab9268c/left.png
cabinet,0643684aed91df5d35c78c3e8ab9268c,back,ok,0.286972,512,159,0.310547,512,a13ffccef2156a4657015fb300e7094f445acd3f7d4b0f1798e70385606ca00d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0643684aed91df5d35c78c3e8ab9268c/back.png
cabinet,0643684aed91df5d35c78c3e8ab9268c,right,ok,0.222393,202,376,0.289734,376,a6b5897dd7a1d6c0aa1f6a4d66f0237a70b7d24f0b3ce98edfbad2fc29c11899,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0643684aed91df5d35c78c3e8ab9268c/right.png
cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,front,ok,0.208565,254,296,0.286804,296,32320d00ff478dd72aacb22ad8369e9318ae7af346097b01d69ebe54214aca26,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/front.png
cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,left,ok,0.161606,504,96,0.184570,504,754cf54ea3edcd5dd5287b70b3835949749de975ad8abb44fa261d42ed3e62a5,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/left.png
