category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,max_dim,source_sha256_after,matches_rerender_sha,source_png
bottle,01d1b94ffd9c81ce23d9ebdf423a6f03,right,ok,0.287884,294,370,0.414963,370,321c399f6260be67864d540cacea0d70c6459730d3274f7afcd774a2279f3750,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/01d1b94ffd9c81ce23d9ebdf423a6f03/right.png
bottle,01f27c1a96d01cb2529616358da2c7b8,front,ok,0.160381,473,114,0.205696,473,df1bec3c4b118fb1b6c501ee4acdb77c6881adf34fef9c0bbc9ad87a01cab3ce,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/01f27c1a96d01cb2529616358da2c7b8/front.png
bottle,01f27c1a96d01cb2529616358da2c7b8,left,ok,0.168941,184,354,0.248474,354,be2cb65f8d185be5ba6903a0dd4587bb0380c13d82cef34082652760ebabf851,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/01f27c1a96d01cb2529616358da2c7b8/left.png
bottle,01f27c1a96d01cb2529616358da2c7b8,back,ok,0.163620,474,112,0.202515,474,c42deafd3b93b7c1d462fb5d4fee245676676f2367a395f2628975872b801017,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/01f27c1a96d01cb2529616358da2c7b8/back.png
bottle,01f27c1a96d01cb2529616358da2c7b8,right,ok,0.112823,124,351,0.166031,351,35fe3cb655dd47ba56e87a7cf25eb037d16822e6dbbbdfdcbec675d41a4bb6ae,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/01f27c1a96d01cb2529616358da2c7b8/right.png
bottle,0209ccaed35203f51af7df64971c6eaa,front,ok,0.200859,454,148,0.256317,454,d10ddc5295b48c29214398c199bd1463658241a12044615d5f316d44f613e617,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0209ccaed35203f51af7df64971c6eaa/front.png
bottle,0209ccaed35203f51af7df64971c6eaa,left,ok,0.188038,184,346,0.242859,346,0973a98c953c8ec2ff043129fced8da8aed43a88156ccce0dba20ba8fa3672b3,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0209ccaed35203f51af7df64971c6eaa/left.png
bottle,0209ccaed35203f51af7df64971c6eaa,back,ok,0.201000,454,148,0.256317,454,4394e71d882012c95120e63fe1622644fea128b4e4f5b6c374b2dd3b5a4f1923,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0209ccaed35203f51af7df64971c6eaa/back.png
bottle,0209ccaed35203f51af7df64971c6eaa,right,ok,0.155998,162,342,0.211349,342,9dc2646ca071957c97a20a8e7c94c6736ac7f8cc880bfc5fc7dbd3ea8173b4b1,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0209ccaed35203f51af7df64971c6eaa/right.png
bottle,02f0980a9d72f1f58f4ccbb5fca7b24b,front,ok,0.354164,450,217,0.372505,450,56d86fd6aa00c43cf310d1b79ff34f4fc27e82ad51ccbd1399186dd08baeb429,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/02f0980a9d72f1f58f4ccbb5fca7b24b/front.png
bottle,02f0980a9d72f1f58f4ccbb5fca7b24b,left,ok,0.322647,308,381,0.447647,381,3b57a0cc051c1afd061b5e88b6b3b877c8db5aeba8c544386271a6af48b2eac4,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/02f0980a9d72f1f58f4ccbb5fca7b24b/left.png
bottle,02f0980a9d72f1f58f4ccbb5fca7b24b,back,ok,0.355686,450,217,0.372505,450,d7725292f17884b11e3478c697976414315c582cddf4de6a8c46a6989cfc55e4,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/02f0980a9d72f1f58f4ccbb5fca7b24b/back.png
bottle,02f0980a9d72f1f58f4ccbb5fca7b24b,right,ok,0.320000,308,381,0.447647,381,fd03125d7285baac4ade67458b33abe61321f8daa95459ae5f3e547f7372bb9e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/02f0980a9d72f1f58f4ccbb5fca7b24b/right.png
bottle,03043a8cf7e5ef575be50a42b8521b7c,front,ok,0.190342,451,138,0.237419,451,3cc64441e5eb5d26c77bbf83b8ff621fed167e1c1a30e8cf63e63a5a3cb084af,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03043a8cf7e5ef575be50a42b8521b7c/front.png
bottle,03043a8cf7e5ef575be50a42b8521b7c,left,ok,0.157257,170,337,0.218544,337,cb23f282dfd6412d2d731f38f96ec73d4c47b52bdb91b5be49e1bacbf763c968,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03043a8cf7e5ef575be50a42b8521b7c/left.png
bottle,03043a8cf7e5ef575be50a42b8521b7c,back,ok,0.189926,448,138,0.235840,448,149ef65e8389268eee3c932cbb746d5cd75fd71b1c3ec009d78552a20106c1e2,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03043a8cf7e5ef575be50a42b8521b7c/back.png
bottle,03043a8cf7e5ef575be50a42b8521b7c,right,ok,0.128685,136,343,0.177948,343,8f58850cfefb4b15cf6142379f13a4062b36c49392322b6fb9adc550072a7b3b,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03043a8cf7e5ef575be50a42b8521b7c/right.png
bottle,0339a33c619fc45c0c171d9ac885e963,front,ok,0.195511,460,132,0.231628,460,cac6c93afa5bd8d2002b935ca673dbba48d208282dc9bb4b6d9f269d9d261a1d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0339a33c619fc45c0c171d9ac885e963/front.png
bottle,0339a33c619fc45c0c171d9ac885e963,left,ok,0.184376,196,344,0.257202,344,e1becfb8781649c9925d4ff3e1c9332640c9dc5444d16dc5a2afb9fa682be72d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0339a33c619fc45c0c171d9ac885e963/left.png
bottle,0339a33c619fc45c0c171d9ac885e963,back,ok,0.196178,460,132,0.231628,460,b5586193869b7412fc9c5a81719a510e27c2f9f941e72afe25b137dc9e8d532f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0339a33c619fc45c0c171d9ac885e963/back.png
bottle,0339a33c619fc45c0c171d9ac885e963,right,ok,0.142128,140,346,0.184784,346,c63c519c80b99309cae4f78aaf5b9aee2496c370b8969b68d18521be08807cf4,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0339a33c619fc45c0c171d9ac885e963/right.png
bottle,0341504615d325859cc11d0ef706c48f,front,ok,0.345413,450,216,0.370789,450,5e8fe0592ef86362bfd12db5bab8328424423f9cdc1cf972a5ad3c0cbd6d998c,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0341504615d325859cc11d0ef706c48f/front.png
bottle,0341504615d325859cc11d0ef706c48f,left,ok,0.318279,308,381,0.447647,381,d3cf8ffbc5d7f61f14fb08d6321bb33c626a70a03b0bc7a0d0e49760657cac7f,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0341504615d325859cc11d0ef706c48f/left.png
bottle,0341504615d325859cc11d0ef706c48f,back,ok,0.343697,450,217,0.372505,450,d2f609d4297ff53a137d627fb95ecbc942217b5c23c6c10b6db217c7119ff7d8,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0341504615d325859cc11d0ef706c48f/back.png
bottle,0341504615d325859cc11d0ef706c48f,right,ok,0.317295,308,381,0.447647,381,65a84ccfa5463787d3d01ae4f227b296b1b0340968b5b58d4a522bf3e25f3ca8,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0341504615d325859cc11d0ef706c48f/right.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,front,ok,0.356163,338,303,0.390678,338,9d9affccdd58dcc133537d30524bcd2f52b0520fd4989cd35b62b604dfdc85d0,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/front.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,left,ok,0.247013,274,399,0.417046,399,78723e28500486b9d90218767b5f18cd72d22543b6964fd3328509d8bd3601a4,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/left.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,back,ok,0.335121,338,303,0.390678,338,fa937b4ec3b678b5146e0cc7ccbf84024dceaa31aafc76a3f2204d342a92ea7d,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/back.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,right,ok,0.310677,274,399,0.417046,399,6c1c35bcea2b801f96d796e4d1070a2d341e3732da526e16516125e982b0559e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/right.png
bottle,037516885a561ef351ba52791ae2a8f5,front,ok,0.267590,450,199,0.341606,450,1ea479ff5bd72fe01569d950ce7fd9dbdb90d4a78146450b65056ae18d5876e1,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037516885a561ef351ba52791ae2a8f5/front.png
bottle,037516885a561ef351ba52791ae2a8f5,left,ok,0.220730,204,351,0.273148,351,50066a77d4e9d66e2e8418e18692f928cb667c81d7b6254540d6f671fde094cc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037516885a561ef351ba52791ae2a8f5/left.png
bottle,037516885a561ef351ba52791ae2a8f5,back,ok,0.267628,450,199,0.341606,450,6e52715d006b81d93f8e86a41c3e68853a4ecd50412a3b754935f4629c20ad30,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037516885a561ef351ba52791ae2a8f5/back.png
bottle,037516885a561ef351ba52791ae2a8f5,right,ok,0.152542,152,356,0.206421,356,b58b5478020145c183c00a634e21cee0011e3f4cfc375c6383c4fb224e7595c0,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037516885a561ef351ba52791ae2a8f5/right.png
bottle,037dac1784b9b49466b937b09bbb0f88,front,ok,0.206192,458,151,0.263817,458,02f86a92cfff8a777ca223848d39024d7cd6839ebc20cf6671a90808a8ac6807,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037dac1784b9b49466b937b09bbb0f88/front.png
bottle,037dac1784b9b49466b937b09bbb0f88,left,ok,0.186783,195,355,0.264072,355,9554d81472808df04ff4bef1db5519c2be6e0d5824d0e1248a31e6dbc5f2b91e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037dac1784b9b49466b937b09bbb0f88/left.png
bottle,037dac1784b9b49466b937b09bbb0f88,back,ok,0.206985,459,151,0.264393,459,25f97b819b1d05ff1bc6cd749a74e88da239cb2d3c7d1c75157574a6ee72cd30,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037dac1784b9b49466b937b09bbb0f88/back.png
bottle,037dac1784b9b49466b937b09bbb0f88,right,ok,0.124722,127,355,0.171986,355,3fce1f5a463ae218343bee103cb2ff585e23bb4337909c063f7a7c9e82005205,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/037dac1784b9b49466b937b09bbb0f88/right.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,front,ok,0.165985,473,114,0.205696,473,e7b52aa82686d314ff42af5b20863e201f7837eb203f91d791df5899e5f8fd1e,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/front.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,left,ok,0.170094,184,354,0.248474,354,70db56443027c7e23e40a9e8aaee15e5a3a4277edf031c1790015cc4f9b60244,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/left.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,back,ok,0.164116,474,112,0.202515,474,d98045365b73c24269e93b367123ed8be26171a70ead7de178acea0b78a44350,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/back.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,right,ok,0.113533,124,351,0.166031,351,ce6ed1eafa59972d56ca61570d482c09c64bdee83023e5f38eb3397bf2eecc31,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/right.png
bottle,04194c8895e27440af7cfb84ed0110aa,front,ok,0.188019,456,141,0.245270,456,c662c89768e39725bddff068a13644bd5256e3028191c16bf972889acd25b0b5,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04194c8895e27440af7cfb84ed0110aa/front.png
bottle,04194c8895e27440af7cfb84ed0110aa,left,ok,0.166378,180,348,0.238953,348,67e1be02b1482c83c5e8d0dae8050477a5115191b1491ea07b9c723789b332e1,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04194c8895e27440af7cfb84ed0110aa/left.png
bottle,04194c8895e27440af7cfb84ed0110aa,back,ok,0.183311,457,138,0.240578,457,40a4c6e6569cc711c3d802071cefe4fa3ef6415bcbc2b55732a021efd06f8796,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04194c8895e27440af7cfb84ed0110aa/back.png
bottle,04194c8895e27440af7cfb84ed0110aa,right,ok,0.108089,126,346,0.166306,346,05acdf19fd934d883c4d684d0fdd79e1ff098a9d125b7ac2ae99a4e8eccd8922,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04194c8895e27440af7cfb84ed0110aa/right.png
bottle,04304efee0b4c6d92955b112f9325ad5,front,ok,0.152161,474,108,0.195282,474,8ad8afb24780f26fac278fe795fddee14347c9e0b97fcfb1aa51e0b68d31c203,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04304efee0b4c6d92955b112f9325ad5/front.png
bottle,04304efee0b4c6d92955b112f9325ad5,left,ok,0.159245,173,354,0.233620,354,7d79343f9dabeb760cfc631e444813be13d70aa0dd7a409c904bb1c13f9695dc,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04304efee0b4c6d92955b112f9325ad5/left.png
bottle,04304efee0b4c6d92955b112f9325ad5,back,ok,0.154789,475,106,0.192070,475,f742eabb60e3d7dbe9f20790b46fa4214af608ff4a8e4d925c4df1187d21acca,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04304efee0b4c6d92955b112f9325ad5/back.png
bottle,04304efee0b4c6d92955b112f9325ad5,right,ok,0.106255,117,350,0.156212,350,f4d862862b37d6a885360f47cfc350da80b82db43f680e7f47739d0adc70a4e1,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/04304efee0b4c6d92955b112f9325ad5/right.png
bottle,0462e9b454b32ce7036005d6f9f3201e,front,ok,0.354614,450,217,0.372505,450,5fdcdb688e1a4d7269034ee0e9e2383ea6c0ed47e7f90d733044965db9c46fd6,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0462e9b454b32ce7036005d6f9f3201e/front.png
bottle,0462e9b454b32ce7036005d6f9f3201e,left,ok,0.320908,308,381,0.447647,381,4e104d134024c2421892dbfce8e8a650dfd5fedf700c0d8317cad05ecbc30270,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0462e9b454b32ce7036005d6f9f3201e/left.png
bottle,0462e9b454b32ce7036005d6f9f3201e,back,ok,0.354576,450,217,0.372505,450,0d0bec5ac088c96e31743278183868f6d1eddb156c833c263ba087ca8c3f16d1,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0462e9b454b32ce7036005d6f9f3201e/back.png
bottle,0462e9b454b32ce7036005d6f9f3201e,right,ok,0.319584,308,381,0.447647,381,bcef08ada80ba51e32b69b742f34aacc36f7110c5084c45275b8207ba2f8de25,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0462e9b454b32ce7036005d6f9f3201e/right.png
bottle,0498dea42b160a172c69aabf75503a8d,front,ok,0.190342,451,138,0.237419,451,fd5031f24acf6982ef52da7f1310719c09fc07fd28b387df352c318d387d7017,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0498dea42b160a172c69aabf75503a8d/front.png
bottle,0498dea42b160a172c69aabf75503a8d,left,ok,0.157257,170,337,0.218544,337,617617fd2ebfbb373da912cfd557309e8e92c991fcf46dcaf5ef70d08b82efb8,true,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0498dea42b160a172c69aabf75503a8d/left.png
