label,category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,touches_edge,path
doublesided_scale100_elev35,cabinet,1347473d7fe8c041e902558d24c9e375,right,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/cabinet/1347473d7fe8c041e902558d24c9e375/right.png
doublesided_scale100_elev35,cabinet,0474a4456e49f2db47f397f00a03b5ca,front,ok,0.045181,34,459,0.059532,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/cabinet/0474a4456e49f2db47f397f00a03b5ca/front.png
doublesided_scale100_elev35,cabinet,0474a4456e49f2db47f397f00a03b5ca,left,ok,0.376919,390,308,0.458221,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/cabinet/0474a4456e49f2db47f397f00a03b5ca/left.png
doublesided_scale100_elev35,cabinet,0474a4456e49f2db47f397f00a03b5ca,back,ok,0.041435,31,459,0.054279,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/cabinet/0474a4456e49f2db47f397f00a03b5ca/back.png
doublesided_scale100_elev35,cabinet,0474a4456e49f2db47f397f00a03b5ca,right,ok,0.377037,390,308,0.458221,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/cabinet/0474a4456e49f2db47f397f00a03b5ca/right.png
doublesided_scale100_elev35,door,1f614c5e84cf7ab87a1fc0d1bcf00f40,front,tiny,0.010433,63,67,0.016102,True,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/1f614c5e84cf7ab87a1fc0d1bcf00f40/front.png
doublesided_scale100_elev35,door,1f614c5e84cf7ab87a1fc0d1bcf00f40,left,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/1f614c5e84cf7ab87a1fc0d1bcf00f40/left.png
doublesided_scale100_elev35,door,1f614c5e84cf7ab87a1fc0d1bcf00f40,back,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/1f614c5e84cf7ab87a1fc0d1bcf00f40/back.png
doublesided_scale100_elev35,door,1f614c5e84cf7ab87a1fc0d1bcf00f40,right,tiny,0.013676,74,70,0.019760,True,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/1f614c5e84cf7ab87a1fc0d1bcf00f40/right.png
doublesided_scale100_elev35,door,b16b5205214f15c42aed50b3a329326e,front,tiny,0.002148,22,75,0.006294,True,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/b16b5205214f15c42aed50b3a329326e/front.png
doublesided_scale100_elev35,door,b16b5205214f15c42aed50b3a329326e,left,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/b16b5205214f15c42aed50b3a329326e/left.png
doublesided_scale100_elev35,door,b16b5205214f15c42aed50b3a329326e,back,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/b16b5205214f15c42aed50b3a329326e/back.png
doublesided_scale100_elev35,door,b16b5205214f15c42aed50b3a329326e,right,blank,0.000000,0,0,0.000000,False,docs/tmp/remaining-cabinet-door-investigation/renders/doublesided_scale100_elev35/door/b16b5205214f15c42aed50b3a329326e/right.png
